# SiO2, literature reference, NOT from this campaign. Optical constants of the universal dispersion model of D. Franta, D. Necas, I. Ohlidal and A. Giglia, Proc. SPIE 9890, 989014 (2016). Tabulated from the refractiveindex.info entry 'main/SiO2/Franta', 250-4848 nm. n(1500 nm) = 1.4449, that is 0.0256 below the value this campaign's single layers give, which is exactly the handicap the in situ test of Section 6 starts from. Used only as a starting point, never as a result. sigma_n is a flat placeholder of 0.01 and carries no published meaning.
Wavelength_nm,n,k,sigma_n
994.0,1.4507437215829002,6.459526150016875e-88,0.01
996.0,1.4507185227409516,2.09271360390228e-87,0.01
998.0,1.450693377768498,6.654218545602404e-87,0.01
1000.0,1.4506682709971577,2.0718023522615625e-86,0.01
1002.0,1.450643227603896,6.285297730500761e-86,0.01
1004.0,1.4506182258666667,1.8479030153566256e-85,0.01
1006.0,1.450593245208707,5.21978898938657e-85,0.01
1008.0,1.4505683434799137,1.387659535716358e-84,0.01
1010.0,1.4505434367643966,3.913344622664579e-84,0.01
1012.0,1.4505186219812016,1.1889203462605076e-83,0.01
1014.0,1.4504938905026923,3.5298270574711376e-83,0.01
1016.0,1.450469119418498,1.0237994920622382e-82,0.01
1018.0,1.450444383821234,2.8763794947900886e-82,0.01
1020.0,1.4504197665440002,7.712986845523764e-82,0.01
1022.0,1.4503951488598306,1.9464803407371375e-81,0.01
1024.0,1.450370621190339,5.317461416186107e-81,0.01
1026.0,1.450346085488983,1.5358729018491882e-80,0.01
1028.0,1.4503215419237288,4.3377971446879935e-80,0.01
1030.0,1.45029709744958,1.1873051259244708e-79,0.01
1032.0,1.4502727096712658,3.1243391105791887e-79,0.01
1034.0,1.4502482739187448,7.826060446169207e-79,0.01
1036.0,1.450224003634226,1.908356292629426e-78,0.01
1038.0,1.4501996252641176,5.338360668116982e-78,0.01
1040.0,1.4501753863403335,1.4543165954931583e-77,0.01
1042.0,1.4501511860853333,3.845921633858589e-77,0.01
1044.0,1.450126975408,9.804496895644358e-77,0.01
1046.0,1.4501027700736928,2.3736523652004103e-76,0.01
1048.0,1.4500786375342738,5.571645784951339e-76,0.01
1050.0,1.4500545865745043,1.496251080409202e-75,0.01
1052.0,1.4500305283884711,3.9222208986579625e-75,0.01
1054.0,1.4500065111814815,9.959763104672911e-75,0.01
1056.0,1.4499825278178602,2.424885072995528e-74,0.01
1058.0,1.4499585422919263,5.5666119650891794e-74,0.01
1060.0,1.449934630119795,1.3262229771556219e-73,0.01
1062.0,1.4499107030114755,3.4203582884199754e-73,0.01
1064.0,1.4498868273714285,8.571845143143678e-73,0.01
1066.0,1.44986301344813,2.0687971301288953e-72,0.01
1068.0,1.4498392399785367,4.741179565051296e-72,0.01
1070.0,1.449815452019187,1.0270154356961272e-71,0.01
1072.0,1.4497917399918219,2.588115101879813e-71,0.01
1074.0,1.4497680150846153,6.355276659147554e-71,0.01
1076.0,1.4497443239405645,1.507494125436766e-70,0.01
1078.0,1.449720664480726,3.410418472472355e-70,0.01
1080.0,1.4496969923787952,7.201974919959995e-70,0.01
1082.0,1.4496733923386347,1.724704202493093e-69,0.01
1084.0,1.44964984972292,4.12885508340579e-69,0.01
1086.0,1.4496263111762,9.555158945416752e-69,0.01
1088.0,1.44960275613272,2.113182251743119e-68,0.01
1090.0,1.4495791908794444,4.365999459334558e-68,0.01
1092.0,1.449555784292143,1.0135945102898613e-67,0.01
1094.0,1.4495322873831076,2.3648095121519096e-67,0.01
1096.0,1.4495088486442689,5.320207668195204e-67,0.01
1098.0,1.4494854816480238,1.1369976994642351e-66,0.01
1100.0,1.4494620966598815,2.2740127631828245e-66,0.01
