# Nb2O5, literature reference, NOT from this campaign. Optical constants of the universal dispersion model of D. Franta, B. Hroncova, J. Dvorak, J. Vohanka, P. Franta, I. Ohlidal, V. Pekar and D. Skoda, Opt. Mater. 157, 116133 (2024), for magnetron-sputtered Nb2O5 films made on another plant. Tabulated from the refractiveindex.info entry 'main/Nb2O5/Franta', 250-4848 nm. Used only as a deliberately foreign starting point for the in situ multi-start test of Section 6; never as a result. sigma_n is a flat placeholder of 0.01 and carries no published meaning: nothing in the deposit reads it for this table.
Wavelength_nm,n,k,sigma_n
722.0,2.3013526953417065,2.4456249841924517e-06,0.01
724.0,2.300914736720456,2.466583919035135e-06,0.01
726.0,2.3004806105787856,2.487658615692284e-06,0.01
728.0,2.300050294847785,2.5088484143375105e-06,0.01
730.0,2.2996236801773913,2.5301570005978263e-06,0.01
732.0,2.2992012014643097,2.5515925576346355e-06,0.01
734.0,2.2987825240562803,2.5731471080537554e-06,0.01
736.0,2.298367378818217,2.5948231645142857e-06,0.01
738.0,2.297955832378146,2.6166155558981982e-06,0.01
740.0,2.2975477588223034,2.6385292324622733e-06,0.01
742.0,2.2971434287304913,2.6605563465432745e-06,0.01
744.0,2.2967426960603032,2.6827245561232665e-06,0.01
746.0,2.2963454453022454,2.7050075041742174e-06,0.01
748.0,2.295951610067317,2.7274070264012016e-06,0.01
750.0,2.2955609761005737,2.7499336293046346e-06,0.01
752.0,2.2951736268618497,2.772580879850295e-06,0.01
754.0,2.2947895350458865,2.7953498467302647e-06,0.01
756.0,2.294409031773471,2.818252541372915e-06,0.01
758.0,2.2940318113598623,2.841269614827182e-06,0.01
760.0,2.2936575471852914,2.8644193419990404e-06,0.01
762.0,2.2932863613666936,2.8876925997780165e-06,0.01
764.0,2.2929182168774744,2.911089977700341e-06,0.01
766.0,2.292553234349007,2.934601914313896e-06,0.01
768.0,2.2921910873169873,2.9582476251677856e-06,0.01
770.0,2.291832157945448,2.982031902084727e-06,0.01
772.0,2.2914763051142724,3.005931065758162e-06,0.01
774.0,2.2911232366177106,3.0299616520857964e-06,0.01
776.0,2.2907729415454448,3.0541228303332907e-06,0.01
